place_id,location_name,address,latitude,longitude,original_place_bbox,building_id,building_bbox,final_bbox,bbox_method,building_area_m2
662979bf-bbcc-46de-9fb7-728d9e70089a,Michigan Creek (vattendrag i Kanada),,48.72596,-125.07119,"[-125.07120513916016, 48.72595977783203, -125.0711898803711, 48.72596740722656]",,,"[-125.07120513916016, 48.72595977783203, -125.0711898803711, 48.72596740722656]",original_place,
06f0b249-ee77-4366-a02d-347739c3838b,Pachena Point Light,,48.722113,-125.097563,"[-125.09756469726562, 48.72210693359375, -125.09754943847656, 48.72211456298828]",,,"[-125.09756469726562, 48.72210693359375, -125.09754943847656, 48.72211456298828]",original_place,
e01b9e9d-2cf9-4147-b98e-d57e658057af,"Black River (vattendrag i Kanada, British Columbia)",,48.73177,-125.11248,"[-125.11248016357422, 48.73176956176758, -125.11246490478516, 48.73177719116211]",,,"[-125.11248016357422, 48.73176956176758, -125.11246490478516, 48.73177719116211]",original_place,
373d81f9-7672-436f-82b9-5f35d77bc6f8,Mabens Beach,,48.75866311,-125.12696135,"[-125.1269760131836, 48.7586555480957, -125.12696075439453, 48.758663177490234]",,,"[-125.1269760131836, 48.7586555480957, -125.12696075439453, 48.758663177490234]",original_place,
00224d36-647f-4400-9e48-4e6f1483fd49,Pacific Rim National Park,,48.76305770874,-125.12013244629,"[-125.12014770507812, 48.7630500793457, -125.12013244628906, 48.763057708740234]",,,"[-125.12014770507812, 48.7630500793457, -125.12013244628906, 48.763057708740234]",original_place,
ae13bf95-7032-4fb4-b939-5306a31bb92c,Tsocowis Creek,,48.71682854,-125.0147695,"[-125.0147705078125, 48.716827392578125, -125.01475524902344, 48.716835021972656]",,,"[-125.0147705078125, 48.716827392578125, -125.01475524902344, 48.716835021972656]",original_place,
176d25c5-8499-434f-88a2-4fdc7603006b,Darling River (vattendrag i Kanada),,48.72347,-125.05171,"[-125.05171203613281, 48.72346878051758, -125.05169677734375, 48.72347640991211]",,,"[-125.05171203613281, 48.72346878051758, -125.05169677734375, 48.72347640991211]",original_place,
1c06c0e9-e758-4558-9031-5719b8d58af8,Orange Juice Creek,,48.72098,-125.03695,"[-125.0369644165039, 48.72097396850586, -125.03694915771484, 48.72098159790039]",,,"[-125.0369644165039, 48.72097396850586, -125.03694915771484, 48.72098159790039]",original_place,
71e4787f-7e2d-433e-b28d-3c415626af30,Billy Goat Creek (vattendrag i Kanada),,48.71203,-125.0057,"[-125.0057144165039, 48.71202850341797, -125.00569915771484, 48.7120361328125]",,,"[-125.0057144165039, 48.71202850341797, -125.00569915771484, 48.7120361328125]",original_place,
f3c245fc-7952-44dd-91bd-6ae40168f9dc,Trestle Creek,,48.70541,-124.97807,"[-124.97807312011719, 48.70540237426758, -124.97805786132812, 48.70541000366211]",,,"[-124.97807312011719, 48.70540237426758, -124.97805786132812, 48.70541000366211]",original_place,
e4f6a431-7888-4f95-8ad3-82e9cbc29b07,Valencia Bluffs,,48.70167,-124.97326,"[-124.97327423095703, 48.701663970947266, -124.97325897216797, 48.7016716003418]",,,"[-124.97327423095703, 48.701663970947266, -124.97325897216797, 48.7016716003418]",original_place,
cb6dc98f-43b1-45f7-91bd-b72e67ab0643,Klanawa River,,48.70009455,-124.94825173,"[-124.9482650756836, 48.70008850097656, -124.94824981689453, 48.700096130371094]",,,"[-124.9482650756836, 48.70008850097656, -124.94824981689453, 48.700096130371094]",original_place,
d31bf30e-4a61-426c-99d3-e6599546b1f8,Tsusiat Lake,,48.71611,-124.88222,"[-124.88223266601562, 48.716102600097656, -124.88221740722656, 48.71611022949219]",,,"[-124.88223266601562, 48.716102600097656, -124.88221740722656, 48.71611022949219]",original_place,
e5086989-f1ca-4bdd-98f7-ef444f157da8,Little Tsusiat Lake,,48.69597765,-124.91556272,"[-124.91556549072266, 48.69597625732422, -124.9155502319336, 48.69598388671875]",,,"[-124.91556549072266, 48.69597625732422, -124.9155502319336, 48.69598388671875]",original_place,
e3240662-ec52-460c-9abc-c43d2fb56aef,Tsusiat Point,West Coast Trail,48.68154735,-124.91092764,"[-124.91094207763672, 48.681541442871094, -124.91092681884766, 48.681549072265625]",,,"[-124.91094207763672, 48.681541442871094, -124.91092681884766, 48.681549072265625]",original_place,
9062b007-b9d5-4819-b1d4-074713770daf,Tsuquadra Point,,48.67592,-124.88275,"[-124.88275146484375, 48.67591857910156, -124.88273620605469, 48.675926208496094]",,,"[-124.88275146484375, 48.67591857910156, -124.88273620605469, 48.675926208496094]",original_place,
28167517-3cfd-4068-b684-0bf676696e21,Tsusiat River,,48.69294,-124.92103,"[-124.9210433959961, 48.69293975830078, -124.92102813720703, 48.69294738769531]",,,"[-124.9210433959961, 48.69293975830078, -124.92102813720703, 48.69294738769531]",original_place,
c7418028-b374-4f37-bd09-d87145b66fa7,Cribs Creek,,48.62673,-124.76186,"[-124.7618637084961, 48.62672424316406, -124.76184844970703, 48.626731872558594]",,,"[-124.7618637084961, 48.62672424316406, -124.76184844970703, 48.626731872558594]",original_place,
26f44f66-6623-4a4e-a9b1-87a79cc94d74,Dare Point,,48.64992,-124.80426,"[-124.80426025390625, 48.6499137878418, -124.80424499511719, 48.64992141723633]",,,"[-124.80426025390625, 48.6499137878418, -124.80424499511719, 48.64992141723633]",original_place,
54a3eb33-0b66-49b1-82e3-add56cfb2ba7,West Coast Trail,"Vancouver Island, British Columbia",48.661267418864,-124.81142520905,"[-124.81143951416016, 48.6612663269043, -124.8114242553711, 48.66127395629883]",,,"[-124.81143951416016, 48.6612663269043, -124.8114242553711, 48.66127395629883]",original_place,
e09fb7dd-db02-4a86-bfc9-1e1eb6e49522,Cheewat Indian Reserve 4A,,48.66223,-124.80529,"[-124.80529022216797, 48.66222381591797, -124.8052749633789, 48.6622314453125]",,,"[-124.80529022216797, 48.66222381591797, -124.8052749633789, 48.6622314453125]",original_place,
41452083-d1e7-4cea-b759-4df7fe4a991b,Cheewhat River,,48.66272226,-124.81040054,"[-124.8104019165039, 48.662715911865234, -124.81038665771484, 48.662723541259766]",,,"[-124.8104019165039, 48.662715911865234, -124.81038665771484, 48.662723541259766]",original_place,
64da181e-ade3-4b86-99be-30c410d5fcdf,Cannery Bay,,48.68933547,-124.85065394,"[-124.85065460205078, 48.689334869384766, -124.85063934326172, 48.6893424987793]",,,"[-124.85065460205078, 48.689334869384766, -124.85063934326172, 48.6893424987793]",original_place,
fc25ac92-55da-41ac-9abb-dd8027b9a60e,Clo-oose Creek,,48.66265,-124.82477,"[-124.82478332519531, 48.66264343261719, -124.82476806640625, 48.66265106201172]",,,"[-124.82478332519531, 48.66264343261719, -124.82476806640625, 48.66265106201172]",original_place,
43296213-040a-4de6-b3ee-0f0f9f204152,Claoose Indian Reserve 4,,48.66628,-124.83605,"[-124.83605194091797, 48.66627883911133, -124.8360366821289, 48.66628646850586]",,,"[-124.83605194091797, 48.66627883911133, -124.8360366821289, 48.66628646850586]",original_place,
5bc24039-e993-49b0-84c9-385cf5f7aa68,Stanley Beach (strand i Kanada),,48.66418,-124.83968,"[-124.83968353271484, 48.6641731262207, -124.83966827392578, 48.664180755615234]",,,"[-124.83968353271484, 48.6641731262207, -124.83966827392578, 48.664180755615234]",original_place,
d5b21f82-2505-4ce0-89f2-90425430d6e5,Nitinat Narrows,,48.66888987,-124.8518077,"[-124.85182189941406, 48.668888092041016, -124.851806640625, 48.66889572143555]",,,"[-124.85182189941406, 48.668888092041016, -124.851806640625, 48.66889572143555]",original_place,
a1386cd0-144f-480c-9663-d6cf2696b29f,Little Squalicum Lake,,48.71633107,-124.84270736,"[-124.84272003173828, 48.71632385253906, -124.84270477294922, 48.716331481933594]",,,"[-124.84272003173828, 48.71632385253906, -124.84270477294922, 48.716331481933594]",original_place,
f801aeaf-87e0-4972-ab91-16d23691e059,Squalicum Lake (sjö i Kanada),,48.73972,-124.8125,"[-124.8125, 48.73971939086914, -124.8125, 48.73972702026367]",,,"[-124.8125, 48.73971939086914, -124.8125, 48.73972702026367]",original_place,
8bb6363b-08e4-4d78-ab4e-6426c9a30f22,Hobiton Lake,,48.7560619,-124.79987785,"[-124.79988098144531, 48.75606155395508, -124.79986572265625, 48.75606918334961]",,,"[-124.79988098144531, 48.75606155395508, -124.79986572265625, 48.75606918334961]",original_place,
83564644-56ff-4ff9-ae26-ce1e6817b0a8,Doobah Lake,,48.72143994,-124.75136848,"[-124.75138092041016, 48.721439361572266, -124.7513656616211, 48.7214469909668]",,,"[-124.75138092041016, 48.721439361572266, -124.7513656616211, 48.7214469909668]",original_place,
e461226e-dee1-4d5c-a01f-d49c86b4cd6a,Nitinat Lake,,48.75143538663,-124.7339630127,"[-124.73397827148438, 48.751434326171875, -124.73396301269531, 48.751441955566406]",,,"[-124.73397827148438, 48.751434326171875, -124.73396301269531, 48.751441955566406]",original_place,
e0b6b494-0256-42e7-9cf9-32b922469373,"Marchand Creek (vattendrag i Kanada, British Columbia)",,48.74849,-124.72551,"[-124.72552490234375, 48.74848937988281, -124.72550964355469, 48.748497009277344]",,,"[-124.72552490234375, 48.74848937988281, -124.72550964355469, 48.748497009277344]",original_place,
981c15bd-c3b4-41fd-b2d4-abd06c968fe3,Mount Rosander,,48.7605,-124.6819,"[-124.68190002441406, 48.760494232177734, -124.681884765625, 48.760501861572266]",,,"[-124.68190002441406, 48.760494232177734, -124.681884765625, 48.760501861572266]",original_place,
3eff0408-7c10-4ac0-9222-f89097e64878,Carmanah Mountain,,48.68222006,-124.7100046,"[-124.71000671386719, 48.682212829589844, -124.70999145507812, 48.682220458984375]",,,"[-124.71000671386719, 48.682212829589844, -124.70999145507812, 48.682220458984375]",original_place,
ade45749-ee1b-4f2b-9af2-2fd149cf347d,Cheewhat Lake,,48.69151447,-124.75549567,"[-124.75550842285156, 48.69151306152344, -124.7554931640625, 48.69152069091797]",,,"[-124.75550842285156, 48.69151306152344, -124.7554931640625, 48.69152069091797]",original_place,
bca17904-c01d-4bd0-8756-f3003b252657,Carmanah Walbran Provincial Park, ,48.660263,-124.698281,"[-124.69829559326172, 48.660255432128906, -124.69828033447266, 48.66026306152344]",,,"[-124.69829559326172, 48.660255432128906, -124.69828033447266, 48.66026306152344]",original_place,
b899edd1-bf9d-4516-9e09-3560ce291f59,Carmanah Walbran Provincial Park,,48.65,-124.65,"[-124.6500015258789, 48.649993896484375, -124.64998626708984, 48.650001525878906]",,,"[-124.6500015258789, 48.649993896484375, -124.64998626708984, 48.650001525878906]",original_place,
f64ef356-60b5-40d2-9b3c-fd894cb9a5c7,Walbran Creek,,48.58188458,-124.65331711,"[-124.6533203125, 48.581878662109375, -124.65330505371094, 48.581886291503906]",,,"[-124.6533203125, 48.581878662109375, -124.65330505371094, 48.581886291503906]",original_place,
55031884-b02e-4ae5-8a51-ccb12dee050a,Vancouver Point (udde i Kanada),,48.58461,-124.6774,"[-124.67741394042969, 48.58460998535156, -124.67739868164062, 48.584617614746094]",,,"[-124.67741394042969, 48.58460998535156, -124.67739868164062, 48.584617614746094]",original_place,
47658613-f7cd-417f-baaa-84b9d01483b0,Bonilla Point,,48.59421,-124.71585,"[-124.71585083007812, 48.59420394897461, -124.71583557128906, 48.59421157836914]",,,"[-124.71585083007812, 48.59420394897461, -124.71583557128906, 48.59421157836914]",original_place,
ef17db84-06cc-4a69-916a-48a2db410d21,Bonilla Creek,,48.59818,-124.71843,"[-124.71844482421875, 48.59817886352539, -124.71842956542969, 48.59818649291992]",,,"[-124.71844482421875, 48.59817886352539, -124.71842956542969, 48.59818649291992]",original_place,
fee86238-a432-4883-99bd-56c956652a94,Carmanah Crk,,48.60681427,-124.72354517,"[-124.72354888916016, 48.606807708740234, -124.7235336303711, 48.606815338134766]",,,"[-124.72354888916016, 48.606807708740234, -124.7235336303711, 48.606815338134766]",original_place,
4197d910-3dd8-47af-9aac-a33429c647d2,Carmanah Point Light Station,,48.61173567,-124.75112854,"[-124.75112915039062, 48.61172866821289, -124.75111389160156, 48.61173629760742]",,,"[-124.75112915039062, 48.61172866821289, -124.75111389160156, 48.61173629760742]",original_place,
0f57eeea-ebd5-427b-8d86-fea299635492,Dare Beach,,48.62338324,-124.76632615,"[-124.76632690429688, 48.623382568359375, -124.76631164550781, 48.623390197753906]",,,"[-124.76632690429688, 48.623382568359375, -124.76631164550781, 48.623390197753906]",original_place,
faf38dc9-3e13-48ec-9799-626044d976bc,Botanical Beach,,48.52552916,-124.44272756,"[-124.44274139404297, 48.52552795410156, -124.4427261352539, 48.525535583496094]",,,"[-124.44274139404297, 48.52552795410156, -124.4427261352539, 48.525535583496094]",original_place,
6974f331-44d8-43c3-8c8f-5f996c125e70,"Botanical Beach, Juan De Fuca",,48.529194149685,-124.45144721043,"[-124.45146179199219, 48.52919387817383, -124.45144653320312, 48.52920150756836]",,,"[-124.45146179199219, 48.52919387817383, -124.45144653320312, 48.52920150756836]",original_place,
0e961174-f4d6-44e0-8f68-88880e12202d,Tom Baird Creek,,48.52525,-124.43021,"[-124.43022155761719, 48.52524948120117, -124.43020629882812, 48.5252571105957]",,,"[-124.43022155761719, 48.52524948120117, -124.43020629882812, 48.5252571105957]",original_place,
fcc00fa1-ffbf-4de0-a700-49d1b54e230c,Payzant Creek,,48.52027032,-124.3951461,"[-124.39514923095703, 48.520263671875, -124.39513397216797, 48.52027130126953]",,,"[-124.39514923095703, 48.520263671875, -124.39513397216797, 48.52027130126953]",original_place,
8df84b5c-22e4-4dec-b2a4-9a8f57d6cf9c,Soule Creek Lodge,6215 Powder Main Rd,48.54403892,-124.41291002,"[-124.41291046142578, 48.54403305053711, -124.41289520263672, 48.54404067993164]",,,"[-124.41291046142578, 48.54403305053711, -124.41289520263672, 48.54404067993164]",original_place,
db44ca4f-660d-47f2-bb3e-bd5ee7e041bc,Anomaly Tea,17293 Parkinson Rd,48.5519439,-124.4197757,"[-124.4197769165039, 48.551937103271484, -124.41976165771484, 48.551944732666016]",,,"[-124.4197769165039, 48.551937103271484, -124.41976165771484, 48.551944732666016]",original_place,
ba1c9cf8-34ac-483a-9e3a-d46a086ee1f1,Coastal Kitchen Cafe,17245 Parkinson Rd,48.55179442,-124.42022461,"[-124.42022705078125, 48.551788330078125, -124.42021179199219, 48.551795959472656]",,,"[-124.42022705078125, 48.551788330078125, -124.42021179199219, 48.551795959472656]",original_place,
fef6000a-3a65-4af9-ba81-3b355cdc2b6f,Port Renfrew Hotel,3 Parkinson Rd Ground Lvl,48.55331518456681,-124.42175202081987,"[-124.4217529296875, 48.553314208984375, -124.42173767089844, 48.553321838378906]",efcd1326-7712-4cce-a8b7-bf3d03c13702,"[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]","[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]",building,
62db51d1-27d6-4d81-aaba-5ea8ee7e70db,Botanical Beach,Cerantes Rd Port Renfrew,48.553315,-124.421752,"[-124.4217529296875, 48.553314208984375, -124.42173767089844, 48.553321838378906]",efcd1326-7712-4cce-a8b7-bf3d03c13702,"[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]","[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]",building,
962b53a3-0a6a-4179-9762-3a150185454d,handsome dans wild coast cottages,6574 Baird Rd,48.553056408889546,-124.42228494570519,"[-124.42228698730469, 48.55305480957031, -124.42227172851562, 48.553062438964844]",,,"[-124.42228698730469, 48.55305480957031, -124.42227172851562, 48.553062438964844]",original_place,
93e1d7e1-1952-4e25-92a0-8abbef9a296c,Seafoam Seafoods,17296 Parkinson Rd,48.55263322,-124.42203967,"[-124.42204284667969, 48.55263137817383, -124.42202758789062, 48.55263900756836]",,,"[-124.42204284667969, 48.55263137817383, -124.42202758789062, 48.55263900756836]",original_place,
7a8c9eb4-441d-47d8-b8f6-76b915570f0d,The Renfrew Pub,17310 Parkinson Rd,48.55329088,-124.42184115,"[-124.42184448242188, 48.55328369140625, -124.42182922363281, 48.55329132080078]",efcd1326-7712-4cce-a8b7-bf3d03c13702,"[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]","[-124.42192840576172, 48.55321502685547, -124.42163848876953, 48.55353546142578]",building,
c2638aad-f8c2-4545-b511-e56495a981a3,Juan de Fuca Provincial Park,Highway 14,48.55155581482,-124.4218414537,"[-124.42184448242188, 48.55155563354492, -124.42182922363281, 48.55156326293945]",,,"[-124.42184448242188, 48.55155563354492, -124.42182922363281, 48.55156326293945]",original_place,
4493437a-f9fc-47d1-a2d7-f2004f3ba743,Wild Coast Wilderness Resort,17268 Parkinson Rd,48.5517925,-124.4214868,"[-124.42150115966797, 48.55179214477539, -124.4214859008789, 48.55179977416992]",2cd5e339-9ab3-4091-a24b-75cd82b81b72,"[-124.42159271240234, 48.55173110961914, -124.42141723632812, 48.55192184448242]","[-124.42159271240234, 48.55173110961914, -124.42141723632812, 48.55192184448242]",building,
7c5116c9-a585-45d4-8b5c-27d8f0aa459a,Renny's Highway 14 Old School Grub,17271 Parkinson Rd,48.55135584,-124.42203008,"[-124.42204284667969, 48.55134963989258, -124.42202758789062, 48.55135726928711]",,,"[-124.42204284667969, 48.55134963989258, -124.42202758789062, 48.55135726928711]",original_place,
d7d509c1-43cd-42f2-a54e-a590311b25ff,West Coast Trail Lodge,17293 Parkinson Rd,48.55064021,-124.42422422,"[-124.42422485351562, 48.55064010620117, -124.42420959472656, 48.5506477355957]",9677dd1f-f767-4e3a-b470-c921313ad1b8,"[-124.42445373535156, 48.55050277709961, -124.424072265625, 48.55070877075195]","[-124.42445373535156, 48.55050277709961, -124.424072265625, 48.55070877075195]",building,
add79061-da67-4e5f-8fdf-18d4b092e4e1,Botanical Getaway Guest House,6528 Cerantes Rd,48.55110898,-124.42704165,"[-124.42705535888672, 48.55110168457031, -124.42704010009766, 48.551109313964844]",,,"[-124.42705535888672, 48.55110168457031, -124.42704010009766, 48.551109313964844]",original_place,
c5e292d8-8158-4186-b701-1774e7d4fdb6,"Baird Beach, Port Renfrew",,48.549869434490425,-124.4293454021286,"[-124.42935943603516, 48.549861907958984, -124.4293441772461, 48.549869537353516]",,,"[-124.42935943603516, 48.549861907958984, -124.4293441772461, 48.549869537353516]",original_place,
0301b7a3-0a95-4b45-8291-1d5de51d60ec,Mill Bay,,48.54742131,-124.43903405,"[-124.43904876708984, 48.547420501708984, -124.43903350830078, 48.547428131103516]",,,"[-124.43904876708984, 48.547420501708984, -124.43903350830078, 48.547428131103516]",original_place,
2fc4b6d9-594d-4586-815f-2b4afcbeb2f0,San Juan Point (udde i Kanada),,48.53144,-124.45763,"[-124.4576416015625, 48.53143310546875, -124.45762634277344, 48.53144073486328]",,,"[-124.4576416015625, 48.53143310546875, -124.45762634277344, 48.53144073486328]",original_place,
f7dd38c6-db9d-4c36-a8ae-a82684c9602d,Botanical Beach Provincial Park,,48.531445843996,-124.45575255585,"[-124.45576477050781, 48.53144454956055, -124.45574951171875, 48.53145217895508]",,,"[-124.45576477050781, 48.53144454956055, -124.45574951171875, 48.53145217895508]",original_place,
e5bf2014-c82b-4bf2-b397-ae359171cbb3,"Owen Point (udde i Kanada, British Columbia, Capital Regional District)",,48.54338,-124.49763,"[-124.49764251708984, 48.543373107910156, -124.49762725830078, 48.54338073730469]",,,"[-124.49764251708984, 48.543373107910156, -124.49762725830078, 48.54338073730469]",original_place,
be78d573-df05-4bbc-b5d0-a7b15a735f2e,Log Jam Creek,,48.56736955,-124.46322583,"[-124.46322631835938, 48.56736373901367, -124.46321105957031, 48.5673713684082]",,,"[-124.46322631835938, 48.56736373901367, -124.46321105957031, 48.5673713684082]",original_place,
01a07c77-1379-45ed-802b-9929bd1a5db0,Wild Renfrew Seaside Cottages,17293 Parkinson Rd,48.55393342,-124.42182732,"[-124.42182922363281, 48.553932189941406, -124.42181396484375, 48.55393981933594]",,,"[-124.42182922363281, 48.553932189941406, -124.42181396484375, 48.55393981933594]",original_place,
1bacad30-8559-4650-b167-2a15732b5d04,Wild Coast Cottages,6574 Baird Rd,48.55428583271062,-124.41716504867425,"[-124.41716766357422, 48.55427932739258, -124.41715240478516, 48.55428695678711]",,,"[-124.41716766357422, 48.55427932739258, -124.41715240478516, 48.55428695678711]",original_place,
ad7ef2dd-57d5-41a7-9984-0cd683016be1,Fish Tales Cottage,"247, 6596 Baird Road",48.55442152671032,-124.41773247524011,"[-124.4177474975586, 48.554420471191406, -124.41773223876953, 48.55442810058594]",,,"[-124.4177474975586, 48.554420471191406, -124.41773223876953, 48.55442810058594]",original_place,
c8080cfa-89fd-4352-b37e-c5429f9876ba,Stay Port Renfrew,"6740 Baird Road, B68",48.5544029,-124.4182555,"[-124.41825866699219, 48.55440139770508, -124.41824340820312, 48.55440902709961]",,,"[-124.41825866699219, 48.55440139770508, -124.41824340820312, 48.55440902709961]",original_place,
a5ba66c6-176b-482f-bd42-c8fa24247c3e,Sue's Zen,6574 Baird Rd,48.554484165052,-124.41840827991,"[-124.41841125488281, 48.55447769165039, -124.41839599609375, 48.55448532104492]",9dd671e8-3069-4d3f-ab57-0e4049253e2c,"[-124.41851043701172, 48.55438232421875, -124.41832733154297, 48.55452346801758]","[-124.41851043701172, 48.55438232421875, -124.41832733154297, 48.55452346801758]",building,
58e803cd-e9e4-4fb2-aef1-dcfa0376fa4d,Hera's Cove - Vancouver Island Luxury Oceanfront Cottage Rental,6574 Baird Rd,48.55441635000109,-124.418323609994,"[-124.41832733154297, 48.55440902709961, -124.4183120727539, 48.55441665649414]",,,"[-124.41832733154297, 48.55440902709961, -124.4183120727539, 48.55441665649414]",original_place,
8183afe8-e3b8-4ab9-88fb-d6dd0a5d9f5b,Tilby's Rainbow Cottage,Baird Rd #7249,48.55429944,-124.41799614,"[-124.41799926757812, 48.554298400878906, -124.41798400878906, 48.55430603027344]",,,"[-124.41799926757812, 48.554298400878906, -124.41798400878906, 48.55430603027344]",original_place,
6bf17fec-5871-4b72-911d-4765de21355d,Coastal Comfort,6596 Baird Rd #228,48.55421504,-124.41713501,"[-124.4171371459961, 48.55421447753906, -124.41712188720703, 48.554222106933594]",,,"[-124.4171371459961, 48.55421447753906, -124.41712188720703, 48.554222106933594]",original_place,
0005bba7-5d4b-42d3-b7f1-b06241cef0ec,Port Renfrew Vacation Rentals,6596 Baird Road,48.55389954,-124.41736088,"[-124.41737365722656, 48.553897857666016, -124.4173583984375, 48.55390548706055]",,,"[-124.41737365722656, 48.553897857666016, -124.4173583984375, 48.55390548706055]",original_place,
4c52cb43-76ff-417e-bb79-313a52b4b2a6,Bjørn Holm,6596 Baird Rd,48.554743663446665,-124.41676951326743,"[-124.4167709350586, 48.55473709106445, -124.41675567626953, 48.554744720458984]",,,"[-124.4167709350586, 48.55473709106445, -124.41675567626953, 48.554744720458984]",original_place,
31abe8ae-a3cf-49fd-b65f-a4d112cdd4ca,Handsome Dan's,6574 Baird Rd,48.5544565,-124.41520872,"[-124.41522216796875, 48.5544548034668, -124.41520690917969, 48.55446243286133]",,,"[-124.41522216796875, 48.5544548034668, -124.41520690917969, 48.55446243286133]",original_place,
cd6dcd2f-e832-459b-af2f-691c70388911,A Shack In The Woods,,48.5544124,-124.41516688,"[-124.41516876220703, 48.554405212402344, -124.41515350341797, 48.554412841796875]",,,"[-124.41516876220703, 48.554405212402344, -124.41515350341797, 48.554412841796875]",original_place,
26747b39-ea31-43cf-bc78-d769bbcab1a7,The Great Escape Port Renfrew,6574 Baird Rd,48.55407456,-124.41587845999999,"[-124.4158935546875, 48.554073333740234, -124.41587829589844, 48.554080963134766]",,,"[-124.4158935546875, 48.554073333740234, -124.41587829589844, 48.554080963134766]",original_place,
3eb6ceb7-6db6-4728-b5b9-5620bf67fa5c,Miss May's Ice Cream,17152b Parkinson Rd,48.55434699,-124.41431039,"[-124.41432189941406, 48.55434036254883, -124.414306640625, 48.55434799194336]",,,"[-124.41432189941406, 48.55434036254883, -124.414306640625, 48.55434799194336]",original_place,
f5253a02-eaee-49e3-8d1e-3f4d27e09f1c,Tomi's Home Style Cooking,"Part 2, 17152 Parkinson Rd",48.55437659,-124.4142964,"[-124.41429901123047, 48.55437469482422, -124.4142837524414, 48.55438232421875]",,,"[-124.41429901123047, 48.55437469482422, -124.4142837524414, 48.55438232421875]",original_place,
18d38f1b-8140-48ef-800a-f251e4195eef,Raven Thumb Creative,17152 Parkinson Rd,48.55448,-124.41442,"[-124.41442108154297, 48.554473876953125, -124.4144058227539, 48.554481506347656]",5781a31c-abe7-4faa-a8ec-7f3aaa87af8c,"[-124.41448974609375, 48.55442428588867, -124.41436004638672, 48.55449295043945]","[-124.41448974609375, 48.55442428588867, -124.41436004638672, 48.55449295043945]",building,
6310ce71-b582-4d6a-ad5b-fa277ec18d95,Pacific Gateway Marina,17110 Parkinson Rd,48.55586063,-124.4142649,"[-124.41426849365234, 48.55585479736328, -124.41425323486328, 48.55586242675781]",,,"[-124.41426849365234, 48.55585479736328, -124.41425323486328, 48.55586242675781]",original_place,
4ab77f3b-2910-4178-9940-2af83bf5709f,Eagle Reach - West Coast Cottages,Baird Rd,48.55495354,-124.41655537,"[-124.41655731201172, 48.55494689941406, -124.41654205322266, 48.554954528808594]",,,"[-124.41655731201172, 48.55494689941406, -124.41654205322266, 48.554954528808594]",original_place,
9bcd6a87-47e5-43fd-a5c7-12c53a39eb88,Big Fish Lodge,6644 Queesto Dr,48.55763119,-124.40575939,"[-124.40576171875, 48.55762481689453, -124.40574645996094, 48.55763244628906]",,,"[-124.40576171875, 48.55762481689453, -124.40574645996094, 48.55763244628906]",original_place,
35611841-0015-46a6-9aea-b6d6bada4a97,Port Renfrew Beach House,6624 Queesto Dr,48.55697433,-124.40598796,"[-124.40599060058594, 48.55697250366211, -124.40597534179688, 48.55698013305664]",,,"[-124.40599060058594, 48.55697250366211, -124.40597534179688, 48.55698013305664]",original_place,
a222d76b-d42f-4390-ad67-0982b1fbeb96,Bridgemans West Coast Eatery,17110 Parkinson Rd,48.555285,-124.411859,"[-124.41187286376953, 48.55527877807617, -124.41185760498047, 48.5552864074707]",,,"[-124.41187286376953, 48.55527877807617, -124.41185760498047, 48.5552864074707]",original_place,
13293a21-f92a-42d4-b726-eb0ffd8e1d53,Drift Sauna,17110 Parkinson Rd,48.55528468,-124.41173496,"[-124.41173553466797, 48.55527877807617, -124.4117202758789, 48.5552864074707]",,,"[-124.41173553466797, 48.55527877807617, -124.4117202758789, 48.5552864074707]",original_place,
c7a83ff8-98e8-4ff8-81a3-3ebe43946081,Port Renfrew Country Cottage,,48.55546321,-124.40406115,"[-124.4040756225586, 48.55546188354492, -124.40406036376953, 48.55546951293945]",,,"[-124.4040756225586, 48.55546188354492, -124.40406036376953, 48.55546951293945]",original_place,
a4b460e3-c812-499d-a43a-262cebe1f180,Hindsight Fishing Charters,17004 Tsonoqua Dr,48.55747213,-124.40469684,"[-124.40470886230469, 48.557464599609375, -124.40469360351562, 48.557472229003906]",,,"[-124.40470886230469, 48.557464599609375, -124.40469360351562, 48.557472229003906]",original_place,
d8cd2658-cd85-4004-85d5-22a00aee7c9e,The Whale's Tale Vacation Rental,6656 Queesto Dr,48.55809215,-124.40544807,"[-124.40544891357422, 48.55808639526367, -124.40543365478516, 48.5580940246582]",,,"[-124.40544891357422, 48.55808639526367, -124.40543365478516, 48.5580940246582]",original_place,
be3659c0-52dd-4af3-b7b4-886754c77959,Beach Camp Cottage,17000 Tsonoqua Dr,48.55752898,-124.40391742,"[-124.4039306640625, 48.55752182006836, -124.40391540527344, 48.55752944946289]",,,"[-124.4039306640625, 48.55752182006836, -124.40391540527344, 48.55752944946289]",original_place,
